,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2135,10124,02,06,08,11,12,25,02
2136,10123,06,12,15,18,29,32,10
2137,10122,02,09,12,16,25,27,06
2138,10121,08,11,13,18,25,30,15
2139,10120,01,02,05,06,10,29,16
2140,10119,07,17,25,27,30,31,09
2141,10118,05,08,11,13,15,25,05
2142,10117,01,08,20,22,24,28,01
2143,10116,05,09,10,20,22,26,07
2144,10115,01,22,24,25,29,33,15
2145,10114,01,08,11,15,17,25,01
2146,10113,05,10,15,18,20,28,10
2147,10112,01,08,18,24,29,30,16
2148,10111,04,07,08,13,17,18,10
2149,10110,01,03,12,24,26,27,01
2150,10109,04,15,18,25,29,32,15
2151,10108,02,04,08,20,23,24,07
2152,10107,08,12,15,17,22,33,16
2153,10106,02,06,08,15,26,29,16
2154,10105,01,08,09,19,21,31,11
2155,10104,07,17,23,24,27,32,02
2156,10103,06,09,14,17,20,33,09
2157,10102,04,11,16,20,22,29,10
2158,10101,04,09,18,21,25,26,06
2159,10100,01,06,12,22,23,26,08
2160,10099,03,04,17,24,27,30,06
2161,10098,01,03,08,16,29,33,07
2162,10097,10,16,18,21,24,26,01
2163,10096,07,12,21,23,24,28,03
2164,10095,09,11,16,17,25,27,14
2165,10094,03,05,07,27,31,32,10
2166,10093,09,10,19,28,32,33,06
2167,10092,03,13,19,27,28,30,02
2168,10091,06,13,16,20,22,24,16
2169,10090,01,06,10,15,25,31,14
2170,10089,07,08,09,16,23,26,01
2171,10088,05,06,15,23,27,30,12
2172,10087,01,08,16,17,25,30,10
2173,10086,05,21,28,29,30,31,08
2174,10085,01,08,12,13,24,27,08
2175,10084,02,10,14,18,20,30,03
2176,10083,02,20,21,22,23,31,12
2177,10082,01,08,13,14,27,31,02
2178,10081,02,03,09,24,26,27,05
2179,10080,08,10,13,14,16,23,16
2180,10079,08,11,12,14,18,22,02
2181,10078,01,03,09,11,17,23,12
2182,10077,02,08,14,20,21,24,09
2183,10076,01,12,14,29,31,32,15
2184,10075,05,09,12,13,15,22,14
2185,10074,02,10,17,18,19,29,15
2186,10073,01,16,20,23,27,31,02
2187,10072,06,08,22,23,30,31,01
2188,10071,05,13,14,17,20,26,01
2189,10070,08,13,23,27,31,33,07
2190,10069,12,14,20,22,24,32,11
2191,10068,03,13,18,20,23,28,13
2192,10067,01,07,10,14,21,25,01
2193,10066,01,03,21,22,31,32,07
2194,10065,02,07,08,17,30,32,12
2195,10064,08,14,25,26,30,31,11
2196,10063,02,06,10,17,23,24,03
2197,10062,11,13,15,20,31,33,03
2198,10061,02,04,16,19,22,26,12
2199,10060,01,08,15,18,22,27,09
2200,10059,01,09,11,12,18,30,10
2201,10058,01,04,11,17,19,29,12
2202,10057,05,11,12,19,25,32,05
2203,10056,01,02,03,08,13,32,07
2204,10055,02,03,13,19,20,23,08
2205,10054,01,06,08,12,14,25,06
2206,10053,03,22,24,27,28,30,14
2207,10052,01,02,19,23,27,29,10
2208,10051,04,17,23,27,28,32,03
2209,10050,07,21,22,26,28,30,11
2210,10049,01,06,10,26,27,28,02
2211,10048,01,06,08,10,23,33,02
2212,10047,03,10,13,20,21,32,15
2213,10046,11,12,21,23,27,32,05
2214,10045,02,03,04,13,20,29,01
2215,10044,03,09,21,23,27,31,05
2216,10043,04,10,19,22,28,33,04
2217,10042,03,06,11,20,31,32,10
2218,10041,03,05,13,19,25,29,12
2219,10040,12,19,24,25,30,32,11
2220,10039,08,17,21,23,25,32,12
2221,10038,01,06,07,11,13,16,01
2222,10037,03,16,19,21,24,26,06
2223,10036,06,13,14,28,29,30,08
2224,10035,09,10,11,18,19,21,10
2225,10034,06,11,13,22,25,32,12
2226,10033,08,10,11,12,25,29,09
2227,10032,08,18,21,28,29,33,08
2228,10031,05,07,13,24,25,28,04
2229,10030,03,06,10,16,25,31,05
2230,10029,01,05,14,16,17,22,03
2231,10028,01,03,06,12,16,32,12
2232,10027,03,04,15,25,26,30,13
2233,10026,02,04,05,08,19,22,12
2234,10025,04,05,07,10,13,25,11
2235,10024,07,16,26,27,29,31,14
2236,10023,02,09,11,22,24,27,11
2237,10022,01,02,18,29,31,32,02
2238,10021,02,09,16,17,19,25,04
2239,10020,05,06,14,22,24,26,09
2240,10019,02,10,22,24,26,27,06
2241,10018,11,28,29,30,32,33,02
2242,10017,01,03,06,11,12,23,11
2243,10016,02,08,10,12,30,33,16
2244,10015,01,04,16,21,23,28,06
2245,10014,01,03,07,14,26,28,02
2246,10013,01,02,03,16,18,23,12
2247,10012,02,08,13,14,25,33,10
2248,10011,07,08,14,22,24,30,07
2249,10010,07,08,12,15,22,26,08
2250,10009,01,09,13,21,24,32,06
2251,10008,05,07,13,15,18,30,14
2252,10007,14,22,27,28,30,33,14
2253,10006,03,05,07,13,14,18,05
2254,10005,03,05,06,08,17,18,14
2255,10004,01,12,13,16,23,28,07
2256,10003,14,22,26,27,28,31,04
2257,10002,03,06,07,23,30,33,13
2258,10001,07,17,18,27,29,32,13
2259,09154,01,07,12,14,18,25,16
2260,09153,06,07,08,20,21,25,10
2261,09152,03,04,19,21,27,28,05
2262,09151,06,08,10,16,25,30,14
2263,09150,04,06,07,16,19,20,04
2264,09149,01,03,16,18,22,29,04
2265,09148,06,12,15,22,29,32,10
2266,09147,06,08,10,18,22,32,16
2267,09146,03,09,16,20,22,33,15
2268,09145,03,05,11,15,26,33,11
2269,09144,01,05,10,17,18,29,12
2270,09143,05,09,11,17,23,28,10
2271,09142,07,11,15,19,20,24,13
2272,09141,02,13,21,28,29,31,09
2273,09140,04,05,11,18,22,33,12
2274,09139,01,05,15,17,27,29,02
2275,09138,04,07,14,26,32,33,14
2276,09137,08,12,14,15,17,21,01
2277,09136,01,04,14,22,30,33,01
2278,09135,01,03,14,19,30,33,16
2279,09134,03,05,12,15,28,33,06
2280,09133,05,09,13,18,20,32,01
2281,09132,04,14,15,21,23,30,07
2282,09131,16,23,25,26,32,33,05
2283,09130,02,03,07,12,13,30,11
2284,09129,06,07,16,17,24,25,07
2285,09128,05,08,15,16,26,32,01
2286,09127,02,11,12,14,15,16,04
2287,09126,03,05,06,10,19,23,15
2288,09125,06,07,08,22,26,27,12
2289,09124,03,04,22,23,28,30,10
2290,09123,09,13,20,22,25,28,14
2291,09122,07,14,16,27,29,32,01
2292,09121,02,04,06,10,25,30,09
2293,09120,01,02,08,12,16,30,16
2294,09119,06,07,10,12,15,21,05
2295,09118,12,16,25,26,27,31,05
2296,09117,05,09,15,21,26,31,13
2297,09116,05,17,21,25,27,32,14
2298,09115,02,09,13,15,19,24,03
2299,09114,03,05,11,12,31,32,11
2300,09113,04,12,20,25,28,29,16
2301,09112,06,07,18,24,30,32,09
2302,09111,02,04,07,14,15,25,15
2303,09110,04,10,13,15,19,30,14
2304,09109,05,06,07,14,25,28,01
2305,09108,04,10,17,28,32,33,02
2306,09107,07,08,20,23,28,29,05
2307,09106,01,02,15,18,20,29,04
2308,09105,02,08,10,16,27,30,15
2309,09104,20,22,26,29,30,32,16
2310,09103,06,11,17,20,23,24,09
2311,09102,03,05,07,08,14,31,10
2312,09101,01,02,05,10,19,24,14
2313,09100,02,11,17,27,30,33,11
2314,09099,08,09,18,20,25,29,09
2315,09098,03,14,15,20,23,30,02
2316,09097,07,13,24,26,28,32,14
2317,09096,01,26,27,31,32,33,03
2318,09095,08,09,14,28,31,33,15
2319,09094,03,16,22,25,26,33,14
2320,09093,01,11,20,31,32,33,01
2321,09092,02,06,07,14,18,31,08
2322,09091,03,08,11,14,25,29,04
2323,09090,07,09,14,20,23,30,14
2324,09089,02,03,07,11,19,32,04
2325,09088,04,07,11,15,16,17,02
2326,09087,06,11,13,20,28,32,06
2327,09086,11,12,13,18,23,32,11
2328,09085,04,08,12,17,20,30,03
2329,09084,04,09,11,20,32,33,13
2330,09083,02,08,12,18,24,28,04
2331,09082,11,15,18,21,27,29,02
2332,09081,04,05,06,25,29,30,03
2333,09080,01,11,13,25,32,33,06
2334,09079,02,09,16,21,30,31,13
2335,09078,05,07,12,14,15,20,13
2336,09077,01,09,14,16,28,32,16
2337,09076,09,18,19,25,28,31,06
2338,09075,01,13,15,17,20,30,05
2339,09074,05,10,16,19,23,28,13
2340,09073,09,16,17,18,22,27,14
2341,09072,01,03,12,20,21,29,04
2342,09071,04,05,23,26,31,32,06
2343,09070,01,02,09,10,21,31,10
2344,09069,03,05,12,18,21,23,02
2345,09068,06,11,18,20,25,30,05
2346,09067,04,10,16,23,28,30,05
2347,09066,02,15,19,24,31,32,04
2348,09065,08,12,20,22,30,33,02
2349,09064,01,02,14,23,28,29,15
2350,09063,02,05,11,26,30,32,16
2351,09062,10,19,20,21,23,32,10
2352,09061,10,11,13,16,19,30,03
2353,09060,07,13,17,26,32,33,04
2354,09059,03,07,13,23,27,30,11
2355,09058,05,08,10,15,23,26,09
2356,09057,05,07,10,14,17,25,11
2357,09056,04,09,10,18,29,32,08
2358,09055,03,04,18,22,24,29,11
2359,09054,16,17,23,26,31,32,11
2360,09053,07,12,18,19,22,28,04
2361,09052,09,11,15,19,21,30,08
2362,09051,06,10,13,16,21,23,07
2363,09050,13,21,24,29,30,32,04
2364,09049,09,12,14,20,30,31,06
2365,09048,03,07,11,15,17,31,01
2366,09047,06,08,11,15,21,22,16
2367,09046,16,20,21,26,29,30,09
2368,09045,03,04,06,23,30,32,01
2369,09044,11,14,16,18,26,30,01
2370,09043,04,09,10,15,18,26,07
2371,09042,08,16,22,23,27,30,11
2372,09041,01,08,23,26,28,33,08
2373,09040,04,07,10,20,26,30,12
2374,09039,05,12,14,15,21,27,03
2375,09038,12,13,15,23,28,32,05
2376,09037,02,06,15,18,20,31,03
2377,09036,06,09,18,23,32,33,07
2378,09035,06,15,21,26,29,31,05
2379,09034,09,12,18,21,22,26,07
2380,09033,07,08,13,14,29,30,06
2381,09032,09,11,12,19,27,32,06
2382,09031,01,02,03,15,30,33,01
2383,09030,08,14,24,26,28,32,07
2384,09029,12,13,15,22,23,29,13
2385,09028,03,06,12,15,23,26,10
2386,09027,02,07,11,16,27,32,06
2387,09026,11,15,17,18,20,30,16
2388,09025,10,20,22,23,26,33,11
2389,09024,01,03,17,23,30,33,12
2390,09023,01,06,07,15,24,30,08
2391,09022,05,08,09,10,11,18,08
2392,09021,01,04,05,17,24,27,09
2393,09020,03,05,07,10,19,23,13
2394,09019,06,17,19,20,26,27,04
2395,09018,02,05,06,19,27,30,15
2396,09017,06,14,15,19,25,26,08
2397,09016,02,07,13,16,20,33,03
2398,09015,02,04,06,15,17,32,05
2399,09014,03,06,09,14,15,18,02
2400,09013,04,08,09,21,26,27,09
2401,09012,05,11,14,17,18,28,01
2402,09011,02,04,13,14,18,23,15
2403,09010,03,10,17,19,20,24,02
2404,09009,08,15,21,30,31,33,02
2405,09008,04,15,16,22,32,33,02
2406,09007,01,05,12,23,25,26,15
2407,09006,06,12,18,20,26,33,02
2408,09005,01,03,08,15,17,21,13
2409,09004,03,11,13,17,28,31,03
2410,09003,02,03,06,15,25,30,02
2411,09002,10,14,17,25,29,33,14
2412,09001,04,21,23,24,30,31,04
2413,08154,02,05,07,21,22,26,08
2414,08153,01,04,18,21,24,30,16
2415,08152,01,04,06,22,26,30,08
2416,08151,06,08,10,14,17,19,06
2417,08150,04,19,22,24,29,32,02
2418,08149,10,14,22,28,29,33,02
2419,08148,03,05,09,22,26,28,09
2420,08147,07,08,14,22,26,33,02
2421,08146,07,08,17,19,31,32,10
2422,08145,07,13,18,22,26,29,02
2423,08144,02,05,10,27,29,33,15
2424,08143,12,17,18,19,26,27,06
2425,08142,05,06,10,13,17,28,15
2426,08141,03,13,20,25,29,33,15
2427,08140,07,14,16,29,30,31,14
2428,08139,08,09,19,23,25,26,07
2429,08138,07,14,19,23,25,32,04
2430,08137,01,04,24,28,29,33,09
2431,08136,05,09,10,12,18,28,02
2432,08135,05,14,15,16,19,21,15
2433,08134,10,15,19,20,28,32,02
2434,08133,08,11,16,19,24,26,11
2435,08132,09,13,16,25,27,33,08
2436,08131,02,12,15,18,22,32,08
2437,08130,01,12,18,28,30,32,06
2438,08129,01,03,18,24,25,32,15
2439,08128,01,05,19,20,27,33,05
2440,08127,05,08,19,22,27,30,13
2441,08126,04,11,12,14,20,30,13
2442,08125,10,11,12,15,26,29,09
2443,08124,01,07,10,13,21,22,03
2444,08123,10,11,15,16,25,29,02
2445,08122,02,08,11,14,19,26,15
2446,08121,02,22,23,27,31,32,06
2447,08120,10,11,22,24,26,33,02
2448,08119,05,07,09,15,24,29,07
2449,08118,04,09,16,27,31,33,01
2450,08117,03,05,07,10,14,33,07
2451,08116,03,07,21,22,24,29,14
2452,08115,02,12,13,14,17,18,06
2453,08114,04,09,20,24,25,31,14
2454,08113,06,09,10,12,17,22,09
2455,08112,05,13,14,19,22,23,06
2456,08111,17,18,21,25,31,32,06
2457,08110,10,16,22,23,29,31,02
2458,08109,04,07,09,16,21,28,10
2459,08108,09,10,15,17,23,30,12
2460,08107,06,13,18,22,27,32,04
2461,08106,14,19,25,27,29,30,15
2462,08105,05,17,19,27,28,32,02
2463,08104,03,06,08,17,24,31,01
2464,08103,01,12,16,18,22,33,04
2465,08102,03,07,12,21,25,32,05
2466,08101,09,17,21,26,28,30,04
2467,08100,08,14,17,21,27,28,14
2468,08099,10,15,16,22,23,24,07
2469,08098,06,07,10,11,15,30,01
2470,08097,03,06,08,09,16,17,13
2471,08096,06,08,12,24,27,31,14
2472,08095,03,08,14,21,28,29,03
2473,08094,01,04,15,16,23,28,14
2474,08093,04,10,12,16,26,28,07
2475,08092,01,03,18,27,28,30,05
2476,08091,03,12,14,23,31,32,10
2477,08090,02,07,14,18,19,24,01
2478,08089,03,06,11,16,22,27,11
2479,08088,01,06,08,16,17,23,05
2480,08087,01,07,26,29,30,31,06
2481,08086,04,05,10,26,27,30,12
2482,08085,01,04,12,20,24,29,15
2483,08084,04,07,13,20,29,30,16
2484,08083,07,08,09,18,29,32,09
2485,08082,04,08,10,12,21,26,09
2486,08081,02,12,13,18,25,31,04
2487,08080,04,14,22,25,29,32,14
2488,08079,03,04,05,10,20,32,09
2489,08078,06,13,16,26,30,33,01
2490,08077,04,12,22,26,30,33,09
2491,08076,02,05,07,11,13,18,11
2492,08075,01,08,14,18,22,30,03
2493,08074,01,11,15,19,20,24,09
2494,08073,01,09,13,22,28,33,08
2495,08072,01,05,10,18,22,30,09
2496,08071,01,06,21,26,27,28,09
2497,08070,05,06,12,15,18,33,13
2498,08069,05,08,17,20,26,30,10
2499,08068,05,07,17,23,27,29,07
2500,08067,10,11,15,19,26,33,13
2501,08066,07,12,21,22,29,30,08
2502,08065,05,13,15,19,30,31,05
2503,08064,01,02,07,09,12,18,12
2504,08063,05,09,11,14,16,17,15
2505,08062,06,08,13,17,24,27,15
2506,08061,01,02,05,12,26,31,06
2507,08060,06,07,08,17,30,32,03
2508,08059,02,06,15,29,31,32,16
2509,08058,01,12,21,27,29,31,11
2510,08057,19,20,21,26,28,30,08
2511,08056,08,13,22,23,25,30,07
2512,08055,11,16,19,23,26,31,04
2513,08054,02,06,16,17,20,25,07
2514,08053,06,12,19,20,21,27,04
2515,08052,02,10,17,23,29,31,10
2516,08051,01,04,08,10,13,33,11
2517,08050,01,11,19,24,26,27,03
2518,08049,03,10,12,13,19,25,04
2519,08048,11,18,21,27,30,32,01
2520,08047,09,12,13,14,20,22,10
2521,08046,15,16,18,24,28,33,15
2522,08045,01,10,13,21,29,32,04
2523,08044,05,07,09,20,26,29,09
2524,08043,03,10,16,22,27,33,14
2525,08042,03,04,09,11,12,24,01
2526,08041,08,11,20,22,23,27,04
2527,08040,06,13,22,25,27,28,09
2528,08039,01,07,10,13,22,29,01
2529,08038,03,09,10,11,15,19,13
2530,08037,01,12,22,24,28,31,06
2531,08036,02,06,13,18,23,28,16
2532,08035,07,11,14,17,18,29,16
2533,08034,03,05,09,11,21,29,09
2534,08033,12,17,18,30,31,33,04
2535,08032,05,14,16,21,23,28,13
2536,08031,03,06,11,15,21,31,13
2537,08030,06,15,18,19,20,28,11
2538,08029,01,09,14,22,29,32,12
2539,08028,01,13,21,26,29,32,10
2540,08027,15,18,19,23,24,26,13
2541,08026,05,17,19,27,29,32,03
2542,08025,08,16,17,18,19,21,14
2543,08024,11,20,21,26,28,30,13
2544,08023,08,16,18,25,26,32,02
2545,08022,12,18,20,24,28,32,05
2546,08021,09,12,19,20,26,28,15
2547,08020,03,10,13,15,28,30,03
2548,08019,02,09,11,17,27,31,05
2549,08018,02,05,06,23,26,33,13
2550,08017,02,05,07,17,20,22,02
2551,08016,03,12,14,21,29,33,13
2552,08015,06,08,11,16,29,33,03
2553,08014,03,09,11,17,21,31,14
2554,08013,02,08,15,16,22,28,10
2555,08012,03,04,05,16,20,30,13
2556,08011,02,14,17,21,30,32,03
2557,08010,03,08,11,17,21,27,09
2558,08009,09,21,29,30,31,32,16
2559,08008,02,15,16,23,26,27,07
2560,08007,01,13,17,22,23,30,11
2561,08006,01,14,16,18,22,27,14
2562,08005,03,05,15,22,24,25,15
2563,08004,04,08,22,23,27,29,08
2564,08003,06,08,11,13,17,19,12
2565,08002,03,04,18,22,25,29,09
2566,08001,02,04,07,09,14,29,03
2567,07153,01,04,19,20,25,31,15
2568,07152,11,17,21,29,30,33,08
2569,07151,01,06,10,11,23,25,02
2570,07150,03,05,11,13,19,24,05
2571,07149,01,17,19,22,28,30,03
2572,07148,03,09,16,17,23,28,07
2573,07147,03,07,18,24,26,27,04
2574,07146,04,18,22,24,26,30,09
2575,07145,08,09,11,12,25,31,11
2576,07144,08,14,23,25,28,32,16
2577,07143,01,06,22,23,24,26,04
2578,07142,11,20,25,26,27,30,08
2579,07141,02,03,04,06,17,31,08
2580,07140,01,05,16,21,22,26,11
2581,07139,06,10,12,14,16,22,06
2582,07138,02,03,15,17,19,25,16
2583,07137,03,07,08,18,20,22,03
2584,07136,01,02,18,21,25,29,14
2585,07135,01,11,16,26,31,33,16
2586,07134,01,04,10,13,18,25,15
2587,07133,03,06,07,11,13,33,10
2588,07132,01,09,16,21,22,23,05
2589,07131,03,05,07,16,22,27,05
2590,07130,03,05,09,11,27,31,04
2591,07129,05,07,20,21,22,30,08
2592,07128,09,10,19,21,27,31,05
2593,07127,06,09,13,16,24,28,11
2594,07126,09,10,19,23,26,31,09
2595,07125,03,05,18,20,27,33,01
2596,07124,03,07,13,16,19,32,16
2597,07123,01,13,15,23,28,32,02
2598,07122,04,07,19,24,26,32,09
2599,07121,03,10,21,22,27,28,06
2600,07120,06,07,11,12,18,25,01
2601,07119,03,08,11,13,25,31,12
2602,07118,04,10,16,18,25,32,15
2603,07117,03,07,09,10,26,32,01
2604,07116,03,05,07,11,17,27,13
2605,07115,01,05,10,16,20,26,02
2606,07114,05,12,15,24,27,33,05
2607,07113,04,18,23,25,26,31,10
2608,07112,07,11,14,16,25,32,11
2609,07111,02,09,10,12,13,17,11
2610,07110,02,04,07,15,24,28,03
2611,07109,01,04,07,08,13,14,04
2612,07108,03,07,12,13,20,33,02
2613,07107,02,08,09,18,24,28,10
2614,07106,12,18,21,24,25,29,08
2615,07105,02,07,10,17,23,29,14
2616,07104,02,08,12,14,20,32,04
2617,07103,07,09,25,27,30,32,01
2618,07102,04,06,08,18,20,33,11
2619,07101,15,16,18,21,22,30,14
2620,07100,08,18,27,29,30,32,06
2621,07099,03,04,14,27,31,33,05
2622,07098,02,03,05,11,19,20,12
2623,07097,04,08,13,18,26,30,11
2624,07096,09,10,20,22,30,32,08
2625,07095,01,06,08,18,29,32,07
2626,07094,03,05,18,19,24,32,02
2627,07093,05,10,13,15,19,29,02
2628,07092,14,18,22,23,24,33,09
2629,07091,02,11,17,30,31,32,07
2630,07090,05,11,13,27,30,31,02
2631,07089,03,07,08,15,19,28,03
2632,07088,02,04,10,28,29,33,06
2633,07087,01,03,04,05,08,21,09
2634,07086,05,08,14,22,27,29,16
2635,07085,02,12,17,19,29,30,12
2636,07084,06,10,12,14,20,27,10
2637,07083,11,14,18,20,21,26,05
2638,07082,05,15,17,18,25,32,15
2639,07081,09,14,15,19,24,33,13
2640,07080,01,08,16,18,19,29,04
2641,07079,03,04,14,20,21,25,14
2642,07078,04,06,07,23,25,32,01
2643,07077,06,08,14,21,28,29,02
2644,07076,06,12,15,16,20,31,02
2645,07075,13,16,17,22,30,32,03
2646,07074,08,13,15,25,27,28,03
2647,07073,05,09,11,19,28,31,02
2648,07072,02,04,08,13,14,33,16
2649,07071,01,06,14,21,30,31,09
2650,07070,06,08,15,17,18,30,12
2651,07069,03,04,11,12,14,32,12
2652,07068,11,18,19,22,23,28,01
2653,07067,06,11,13,17,21,23,11
2654,07066,05,11,16,24,32,33,08
2655,07065,04,07,19,21,25,31,07
2656,07064,02,06,09,16,21,23,16
2657,07063,10,15,17,24,26,28,12
2658,07062,08,17,20,29,30,33,09
2659,07061,01,06,07,11,20,23,05
2660,07060,01,02,08,16,19,29,05
2661,07059,01,03,04,06,07,29,14
2662,07058,07,08,10,13,25,27,07
2663,07057,05,11,18,19,20,21,09
2664,07056,14,17,21,29,31,32,12
2665,07055,02,06,11,22,28,29,02
2666,07054,01,03,16,18,23,28,05
2667,07053,10,13,16,17,18,27,11
2668,07052,02,03,07,08,26,29,07
2669,07051,03,14,16,26,27,33,13
2670,07050,01,05,08,13,18,25,02
2671,07049,04,14,18,19,31,33,02
2672,07048,02,11,12,15,17,28,12
2673,07047,02,04,16,18,23,30,06
2674,07046,02,06,07,09,19,26,14
2675,07045,01,12,18,21,28,30,10
2676,07044,09,13,20,21,24,32,08
2677,07043,03,08,10,11,14,30,05
2678,07042,03,13,16,19,32,33,08
2679,07041,01,03,09,11,26,31,12
2680,07040,13,14,15,19,24,30,10
2681,07039,06,07,19,24,27,29,01
2682,07038,03,11,14,19,21,30,05
2683,07037,10,11,16,23,31,33,16
2684,07036,03,14,21,23,30,31,10
2685,07035,01,04,08,12,29,31,06
2686,07034,02,09,12,14,23,25,16
2687,07033,03,04,11,17,18,28,09
2688,07032,04,08,16,24,30,32,16
2689,07031,04,06,10,12,19,31,01
2690,07030,03,16,21,22,27,30,04
2691,07029,06,08,09,11,19,21,10
2692,07028,03,08,13,20,29,30,11
2693,07027,02,03,09,22,24,27,11
2694,07026,01,04,14,16,26,29,10
2695,07025,03,16,18,22,23,26,03
2696,07024,08,09,17,25,27,32,06
2697,07023,03,07,13,17,32,33,02
2698,07022,02,04,07,10,18,27,10
2699,07021,03,06,09,11,25,31,13
2700,07020,05,10,16,20,28,31,14
2701,07019,04,11,16,23,29,31,14
2702,07018,01,12,18,20,21,26,11
2703,07017,05,09,10,24,25,32,14
2704,07016,01,18,20,22,26,33,05
2705,07015,03,04,08,18,22,30,15
2706,07014,01,13,16,20,24,26,09
2707,07013,05,15,18,27,29,32,05
2708,07012,03,05,07,21,26,28,04
2709,07011,03,10,15,25,28,33,16
2710,07010,03,08,14,17,30,32,05
2711,07009,02,04,14,15,25,27,15
2712,07008,01,04,05,18,19,25,10
2713,07007,04,12,15,17,22,32,14
2714,07006,06,10,14,22,26,27,11
2715,07005,01,05,06,16,24,30,12
2716,07004,03,07,10,13,25,33,10
2717,07003,05,09,11,12,22,27,15
2718,07002,05,06,14,20,21,22,01
2719,07001,02,04,09,10,20,26,14
2720,06154,07,14,18,20,30,33,13
2721,06153,01,07,11,20,30,33,10
2722,06152,01,14,20,25,27,31,15
2723,06151,01,03,04,06,16,22,08
2724,06150,08,09,12,18,25,27,12
2725,06149,02,03,05,11,15,32,15
2726,06148,04,08,12,13,23,29,01
2727,06147,01,04,15,17,27,31,01
2728,06146,03,09,13,23,28,30,05
2729,06145,02,07,23,26,28,31,07
2730,06144,04,10,13,16,22,29,06
2731,06143,01,15,20,29,31,32,08
2732,06142,10,16,19,22,26,27,16
2733,06141,16,18,22,23,25,31,11
2734,06140,01,08,11,18,19,23,05
2735,06139,07,08,14,21,23,25,05
2736,06138,04,09,11,17,18,26,08
2737,06137,10,14,17,21,27,31,09
2738,06136,11,15,17,21,22,24,05
2739,06135,04,19,21,22,23,31,04
2740,06134,10,13,18,26,28,30,12
2741,06133,04,06,20,25,29,31,03
2742,06132,06,14,22,26,30,33,01
2743,06131,03,04,09,22,26,33,01
2744,06130,01,12,21,22,30,32,02
2745,06129,09,14,18,22,27,29,12
2746,06128,04,15,21,30,31,33,05
2747,06127,03,04,11,17,19,30,01
2748,06126,02,08,13,16,24,33,09
2749,06125,15,19,23,30,32,33,06
2750,06124,12,13,14,18,31,32,13
2751,06123,02,03,20,25,28,32,06
2752,06122,04,05,06,08,22,24,03
2753,06121,03,04,06,27,31,33,06
2754,06120,06,08,14,15,24,33,09
2755,06119,01,02,14,20,27,30,02
2756,06118,01,03,07,08,10,30,05
2757,06117,06,14,20,22,23,26,09
2758,06116,05,16,21,22,32,33,09
2759,06115,01,10,20,26,28,29,15
2760,06114,08,10,14,20,27,29,16
2761,06113,05,14,17,18,28,33,02
2762,06112,04,09,13,15,31,33,11
2763,06111,01,08,11,16,17,22,15
2764,06110,09,12,14,18,27,33,13
2765,06109,01,05,17,18,23,26,13
2766,06108,02,06,08,20,24,30,09
2767,06107,01,06,08,13,17,30,07
2768,06106,02,12,14,19,28,33,10
2769,06105,05,12,14,15,20,31,01
2770,06104,03,07,22,27,28,31,11
2771,06103,12,14,15,25,28,31,06
2772,06102,01,04,13,19,20,24,11
2773,06101,09,12,20,26,27,28,16
2774,06100,01,11,18,26,30,32,03
2775,06099,09,12,18,23,24,27,05
2776,06098,06,07,10,11,18,23,16
2777,06097,11,14,15,20,26,27,12
2778,06096,01,05,09,13,18,33,14
2779,06095,01,03,17,20,21,29,16
2780,06094,15,16,17,18,24,33,13
2781,06093,02,12,16,18,19,23,05
2782,06092,02,08,11,16,20,21,14
2783,06091,07,08,12,21,22,24,07
2784,06090,02,11,15,20,23,29,11
2785,06089,01,13,16,18,19,22,01
2786,06088,03,11,20,24,25,26,01
2787,06087,04,05,08,09,12,30,05
2788,06086,04,06,10,24,26,31,06
2789,06085,02,06,18,21,24,25,08
2790,06084,01,12,17,21,25,28,12
2791,06083,07,09,18,19,26,29,10
2792,06082,03,13,15,23,28,29,09
2793,06081,14,16,18,21,22,32,04
2794,06080,15,17,20,22,26,29,09
2795,06079,06,11,13,17,20,32,08
2796,06078,03,05,17,22,31,33,12
2797,06077,08,09,12,13,19,33,09
2798,06076,04,10,17,21,29,32,14
2799,06075,10,21,22,23,25,33,11
2800,06074,01,03,15,19,25,33,04
2801,06073,05,13,16,18,27,29,12
2802,06072,02,03,05,20,21,24,08
2803,06071,05,11,12,19,29,31,01
2804,06070,02,03,11,13,20,27,02
2805,06069,05,16,20,22,29,30,08
2806,06068,03,07,10,14,30,33,10
2807,06067,07,08,11,16,17,24,13
2808,06066,06,08,11,18,30,33,05
2809,06065,04,08,17,28,29,30,13
2810,06064,03,12,14,21,24,28,11
2811,06063,04,05,15,21,23,24,08
2812,06062,18,22,23,24,26,30,01
2813,06061,05,13,17,19,25,30,11
2814,06060,05,15,19,23,30,32,14
2815,06059,05,10,15,17,27,29,11
2816,06058,01,12,22,23,24,25,14
2817,06057,03,04,17,18,21,31,08
2818,06056,11,13,15,21,23,25,08
2819,06055,04,05,28,29,31,33,11
2820,06054,03,05,07,10,28,30,04
2821,06053,01,11,17,27,28,31,02
2822,06052,11,24,26,27,30,32,03
2823,06051,02,06,07,17,27,30,16
2824,06050,02,06,12,15,25,31,07
2825,06049,06,10,12,13,17,20,03
2826,06048,09,13,19,25,29,32,12
2827,06047,02,17,20,22,28,32,03
2828,06046,13,18,23,29,31,32,08
2829,06045,06,07,10,14,20,21,04
2830,06044,02,10,18,21,30,31,05
2831,06043,05,12,13,16,23,32,03
2832,06042,03,16,23,26,28,31,11
